Time,CH1MEAN,CH2MEAN,CH3MEAN,CH4MEAN,CH5MEAN,CH6MEAN,CH7MEAN,CH8MEAN,CH9MEAN,CH10MEAN,CH11MEAN,CH12MEAN,CH13MEAN,CH14MEAN,CH1STD,CH2STD,CH3STD,CH4STD,CH5STD,CH6STD,CH7STD,CH8STD,CH9STD,CH10STD,CH11STD,CH12STD,CH13STD,CH14STD,Classification
11.0,4006.2935600280907,4133.8842220306615,4150.008012771632,4149.110563278224,4162.261621475246,4157.366773605374,4177.2160530090605,4164.448619842555,4164.985483169579,4165.170770645166,4166.182374954251,4132.948212623622,4166.393222808864,4203.159543991116,33.14535178243909,27.03327513673156,24.557453996710095,30.938893263010854,28.858045447933222,30.322252713920495,26.79126759887532,9.51419286648905,24.553961629713793,23.199619945273422,17.72340254668698,28.510326057349477,25.319396718398906,22.091059618295166,open_hand
12.0,4097.043260574359,4131.315103530909,4166.1378192901875,4139.738082885768,4163.072906494166,4164.594341278101,4178.8085994720705,4174.24929237368,4182.981756210356,4190.664567947415,4221.837430954003,4187.770425796535,4201.265031814601,4224.953414917015,35.8278659155622,25.00149369940968,26.352181527839615,26.8406387501639,22.645536389186,21.909433224008126,27.184197807083912,11.31033890156544,22.719598383144135,26.304737476698826,25.014735391120258,35.767109430233866,17.512651307301468,19.99176658438404,open_hand
13.0,4157.409860610987,4153.7680492401405,4164.242292404204,4158.422990798971,4165.579425811795,4176.125787735013,4197.955234527613,4187.487958908108,4181.15084648135,4201.007125854519,4206.153852462794,4225.102163314845,4184.414058685325,4231.030143737816,26.87333429289798,14.37503301698613,15.335265295414844,18.366032114395246,9.555333870566077,10.221410069656866,23.854073848883992,12.280289424876694,13.114898699707478,12.821721348905028,17.679238721274565,20.460989320144865,15.735255113520404,12.759678749513407,open_hand
14.0,4104.286360740683,4174.291885376004,4177.314193725613,4181.590045928983,4172.586132049586,4177.701314926169,4170.888422012356,4179.546789169338,4169.34795188906,4174.330430984524,4169.316911697414,4180.607980728178,4171.619096756005,4218.41897201541,19.006976129865013,19.106557877309868,15.911933043571896,22.323582169615097,16.35864981339485,9.037334104604854,11.800598735125972,14.398144795977581,16.83489169083439,19.402344050678053,23.7576489074766,29.27001434152833,19.822520449096366,14.902809281915726,open_hand
15.0,4150.413660049465,4186.503419876127,4182.391332626366,4193.86218070986,4183.793567657495,4171.298084259057,4166.64663124087,4172.34627151492,4161.504901886013,4168.413459777856,4156.81542205813,4147.834548950224,4145.630493164086,4215.084634780907,14.729380818317289,9.470461763159854,16.956758557371572,10.823333631896924,10.683904697719903,11.887147664296878,31.293667200586025,17.754083129474658,17.26253928132403,25.9188046081958,17.407935206468952,13.938952121732909,11.71944402656472,10.773953498618608,open_hand
16.0,5323.976361274743,4146.980670928978,4145.110189437892,4122.670762062094,4160.404136657742,4161.464336395291,4164.546779632595,4151.770341873195,4168.952833175686,4179.641935348539,4221.9230861664055,4147.030755996728,4197.725872039822,4216.899040222193,1455.4816498406972,17.41410759956682,17.031385498460654,36.708081464560436,10.522818937883018,9.898895371514154,30.458805497054637,9.273787573845892,18.604834802584293,17.512521051978798,21.955783220926243,22.818835454369783,18.98971394215249,12.88133962454017,open_hand
17.0,4410.942017555255,4184.068511962918,4155.023525238062,4160.977571487453,4167.148454666165,4167.709833145169,4147.297670364405,4153.475542068508,4157.63421630862,4167.747896194482,4154.237277984646,4160.55787277224,4165.060585021997,4211.972654342676,762.9963672884816,23.292761566142172,23.823193882943336,38.17421216049806,20.105204336912912,11.564171776386132,8.426027563274198,18.918254047228327,16.641352530238613,14.236250029481207,26.478241250413618,15.770259759101217,13.662671604295703,9.974250672995135,open_hand
18.0,3397.6918115615945,4198.051870346095,4179.898332595851,4203.462036132842,4171.072702407862,4172.270126342799,4161.629611969023,4143.9212684631575,4158.938810348534,4155.62800979617,4118.8977346420525,4182.668771743802,4145.922975540187,4207.701826095606,47.18063027922272,20.017840844859986,14.513619671327469,18.637707549339954,10.897138544027923,11.188846390775765,14.110802158778801,8.544210296823264,12.726942168265843,15.603944491035442,16.69446425747687,25.937322785638365,14.957422973887725,14.920666352245274,open_hand
19.0,3600.489789009108,4141.295576095607,4190.644018173242,4152.695304870629,4168.602745056177,4166.782848358182,4170.934978485135,4174.912851333644,4164.669975280785,4167.977766037012,4182.575117111234,4154.379512786891,4178.762014389063,4209.66598129275,82.29595926106417,24.957040199376483,20.201140962024198,25.542000492128626,11.661269142821608,8.27064805439707,17.051279492459102,14.578357838224912,12.447277727988537,18.399496879216723,27.412773279048935,21.490907976323342,17.62911219604214,13.283500310482037,open_hand
20.0,3788.140523910536,4127.017733573941,4150.7301673889415,4140.0576019287355,4159.47215080264,4167.698299407986,4161.64514160159,4167.019737243678,4166.439807891874,4171.813901901271,4173.830625534081,4143.2492046356465,4165.831817626979,4204.220758438136,226.11403740496428,13.522733261691613,13.784696307706083,15.846739701503509,12.138361544922343,12.578747135506202,16.418158707524206,10.061208521187588,12.515309219233632,12.389804179854991,20.534966088554047,13.985512195030354,12.778215941668298,11.778812690067534,open_hand
21.0,3307.3637742996343,4161.854970932035,4165.192821502711,4205.409149169951,4160.100646972683,4168.610280990629,4179.279827117945,4159.716541290309,4154.182687759425,4154.799680709864,4117.644737243677,4164.621395111109,4137.186000824002,4193.011304855373,538.1966368863667,18.30817372297167,20.013895820408415,28.28981321500684,16.103095361642367,17.399755017743487,12.307223019085397,9.63763352158245,17.369587989297887,19.923040878458682,16.901848933564857,17.920285708544437,15.915644132869131,14.290984356927844,open_hand
22.0,4282.029740333582,4187.476968765282,4194.733564376858,4208.841650009183,4190.094684600856,4192.009223938016,4197.488475799584,4185.90193557742,4197.028249740624,4189.616876602198,4193.573703765897,4202.154436111479,4194.752092361475,4235.99360466006,97.37535064113474,7.652064364550233,9.6876319981211,16.89772917214273,8.41173077896381,11.074686749885856,23.262777099656553,10.827871836925718,12.421219983133716,18.756792254725855,22.20856499080405,22.897905578937337,11.346848712911369,10.732747005790378,open_hand
23.0,4393.286249160791,4163.5516891479765,4172.410852432278,4163.470548629788,4175.637519836453,4168.4349956512715,4181.337150573756,4200.213338851959,4182.1093807220705,4183.073902130152,4197.772922515895,4174.05949211123,4183.444519042996,4224.75111007693,18.872691328269035,20.908197313816782,16.315679545611484,28.18789071130964,12.84765734368148,8.81169126238994,12.509820299355322,12.0426590096008,10.010931699687626,13.282007534726677,11.72111267978318,26.962727586166398,12.08687496107379,14.46358564682745,open_hand
24.0,4329.90636634829,4135.028036117577,4137.079322814969,4124.407042503379,4151.462852478053,4149.405550003079,4146.244993209865,4173.084451675443,4156.269517898583,4155.732671737694,4165.397638320946,4153.300781250022,4155.668071746854,4202.676273345976,12.472687018044523,30.568263328321258,20.74719523451235,35.598652489481815,18.21241506007148,25.985733264296424,11.99215645434141,8.783211796893866,19.554828207610555,18.615784519872797,19.552582048648993,22.031535010311984,22.348978627391826,22.6728437464001,open_hand
25.0,4301.052188873318,4200.573909759548,4171.640623092677,4201.084741592432,4190.924970626857,4192.947227478053,4159.620399475123,4165.620481491114,4177.459442138697,4177.449920654322,4154.609378814725,4174.193706512478,4168.096433639552,4221.226469039943,22.020910225113294,22.85146913366791,20.739365570004995,27.174438496534453,21.59940350453943,21.154664613411448,16.776019465264213,8.125666003799994,25.96267030894056,24.072797242990493,25.885968727645395,22.425303486016716,33.136955589338996,19.719510103523127,open_hand
26.0,4257.527555465724,4153.606777191187,4160.91747665408,4136.856468200707,4172.617189407374,4178.444005966214,4177.603670120264,4168.244691848782,4187.128910064721,4194.160661697416,4215.139713287382,4176.655174255398,4199.724071502713,4232.717342376736,38.325870510808016,17.21886150884914,12.89764584310892,20.47958372322421,19.220028621927696,11.706221060983506,11.69441200788698,8.203794237081171,12.33716021583673,17.064746560034582,14.833966289611686,20.200320715492452,11.713521734721738,11.750407229718402,open_hand
27.0,4221.3767051697,4176.755809783962,4168.566701889062,4170.517326355006,4169.913358688382,4172.893142700221,4176.185895919825,4179.386508941674,4172.563091278102,4174.064495086696,4177.8029785156505,4184.691499710112,4178.439008712795,4222.378810882594,10.649212477708092,22.767089692138473,15.133036992726549,28.17979837651403,9.758411215883397,9.436689975759988,10.30763610682813,9.245676193237895,13.67288149486402,14.991685504084243,22.523713246433747,11.732368813446234,12.852565607272789,11.953028325187645,open_hand
28.0,4211.153844833401,4185.917459487942,4175.428184509302,4185.559888839748,4157.170478820825,4158.09394836428,4180.5979614258085,4176.900550842314,4153.665370941186,4154.89684295657,4130.634519577051,4149.658939361598,4137.947206497216,4201.928592681908,27.45088557248525,15.846674187473273,15.122197754289328,18.194043303041347,11.859350267837854,10.09498515984154,16.114405408067682,10.121930091057061,13.123118393237874,11.993266974378738,13.368232744008674,17.66222699823089,16.24884947186938,11.769162189115303,open_hand
29.0,4207.8300266266115,4150.946517944365,4171.597053527859,4140.842869758632,4156.6952095032,4164.886308670069,4114.02394390108,4159.506208419827,4161.448312759423,4168.981365203881,4169.7375755310295,4173.084934234646,4171.273042678859,4214.522739410426,17.235071599002378,23.16270848656748,20.498667420814606,27.324531396741737,10.081965070083305,13.511994070641602,71.47936191437273,10.328698887527997,12.837766222807574,13.095338330864664,13.447444842404023,16.676814724341018,13.1901700794484,14.711502572722134,open_hand
30.0,4162.983273506189,4123.68288993838,4143.402935028102,4110.590962409997,4142.551076889065,4136.8154029846455,4141.832934379601,4153.625293731717,4148.146537780789,4157.291666030907,4155.961524963403,4193.119997024562,4161.8274288177745,4200.045579910303,56.060500327706265,9.806410352025617,15.185026103624006,10.804076516644017,12.792333856549739,14.227414687587146,22.54737109657472,11.202665120415585,14.969145277635258,11.7696976599487,12.305529894669746,38.93930538564707,14.026313259388804,14.714603582136894,open_hand
51.0,4170.612476348902,4181.8269176483445,4174.1886844635255,4181.209434509303,4176.71826934817,4169.869312286402,4173.228155136134,4179.301876068143,4173.700437545802,4173.758525848414,4162.371805191064,4188.9282741546895,4172.461946487454,4223.155546188381,12.16574432455605,11.086216599507532,15.204558967610142,14.686391555609509,10.714153816690434,8.817022437900274,12.740475505093206,6.483733057680507,9.039457834328854,17.53470251114622,13.15335828514451,54.49351727762725,11.18382846617012,8.633842995640805,close_hand
52.0,4152.54057502749,4171.90504455569,4165.723163604764,4172.099372863796,4167.5085029602305,4166.109275817897,4176.872514724758,4192.36629104617,4165.5604019165285,4184.065505981471,4189.3659954071345,4179.455121040368,4181.895524978663,4221.205438613918,19.462659262592688,11.231254357052068,15.411085693029404,12.484568139446955,9.490562109435956,11.766705221715496,13.67299281175336,12.497831530172189,12.433768194858807,16.340801972219104,18.2420441205354,68.13440593600681,15.542854465527373,13.56361420904993,close_hand
53.0,4141.341140747096,4118.844147682212,4125.743182182334,4114.267826080348,4126.910567283658,4128.520623207114,4164.309391021754,4160.079130172753,4126.199923515347,4129.738574981713,4149.034446716331,4120.34453868868,4130.385622978238,4177.011707305936,22.82211764640662,23.126922216343555,21.831487739288587,25.221746334529822,20.824789933174777,18.909535772678804,25.29037504014965,25.13096618531573,21.955176013888906,22.418645952570966,26.90421742332477,31.396456337549616,23.742952970379665,23.13450910332783,close_hand
54.0,4184.904874801659,4171.052680969264,4196.790849685694,4168.082935333278,4193.230165481597,4193.036363601712,4209.266826629665,4178.556192398097,4198.830131530789,4217.511020660427,4214.188209533716,4172.856061935451,4191.363176345851,4244.844757080105,8.00516594854657,11.403602782147399,16.971817332283432,12.612000140273263,9.658230417763997,9.925377355682775,14.991658474145494,25.896391090475145,12.892216931581203,15.749676659495519,12.96936778483263,35.292588160289746,10.530153532436465,11.370438169881236,close_hand
55.0,4160.601972579983,4152.065811157251,4154.746601104761,4151.412748336817,4156.418769836451,4157.6953277588145,4150.162250518827,4157.954723358176,4156.271024704006,4152.111382484465,4151.752306938196,4166.244493484524,4152.614178657559,4200.911451339747,19.12014668659511,8.788031427158138,17.99409008362264,10.526481133148328,17.350819302853637,13.879928826297443,23.269418291254933,43.71652345167893,21.861338345459895,28.773777412849878,33.77598912249907,33.33239522969434,25.070275678834587,19.745202951959094,close_hand
56.0,4193.910758972197,4207.516027450587,4202.384309768704,4216.153831481959,4195.844856262234,4195.878419876122,4172.062797546412,4142.313701629665,4190.816299438503,4188.654363632229,4160.719135284449,4180.489788055444,4169.016422271756,4234.742599487328,28.563455812600417,29.169394108492106,19.84388242817516,28.887412509895317,29.67028906077413,35.361723840020574,39.314435158266434,27.21437667299971,42.50017903546135,36.2896624327387,42.441643552234744,40.552075605149966,38.77453520036876,32.57285046566644,close_hand
57.0,4212.50751113894,4193.877187728904,4206.1248092651595,4189.816711425804,4206.658143997219,4216.000606536891,4202.080833435083,4185.292478561427,4226.549953460717,4214.146121978786,4228.865196228053,4221.940595626853,4223.009319305444,4269.128116607692,16.349585414081222,26.87313242565801,19.910591497466797,32.51591899927888,25.991628827751235,18.139185963349917,20.07377161598841,9.263161909464724,17.81016609069105,20.932713326830708,18.770615501744814,24.82456858668096,13.758236197111579,15.027741753246481,close_hand
58.0,4188.081426620511,4159.3484497070585,4166.944610595728,4155.144735336333,4170.09314918521,4174.331924438504,4165.207326889063,4182.789466857934,4175.189786911041,4188.135015487696,4200.7401866913115,4174.6474342346455,4197.424871444726,4220.9264831543205,8.967492919008954,9.481150245844981,11.225980135408053,13.027066651868626,12.892504287257294,12.763401338438687,12.045316835931992,18.183705287551593,15.697210194267504,18.71388585939115,22.64761760380396,28.917957788576174,19.63508466510527,13.921352869814676,close_hand
59.0,4150.358579635649,4142.562095642115,4148.702404022242,4138.619787216212,4142.451925277734,4140.261915206935,4145.4747638702665,4158.761514663724,4143.420978546169,4136.996705055263,4141.712237358121,4168.520130157499,4143.14001655581,4192.76494407656,27.592442296306974,17.99346239805114,22.667833369398938,19.445449687571006,20.601194041575823,13.858793396689766,9.382411196022787,9.340901162266858,21.779955090614266,27.780288006661984,36.43563505337428,28.026533775424703,25.212257926490864,24.27647355766671,close_hand
60.0,4162.589666366601,4184.316415786769,4171.776357650785,4190.780754089383,4164.23127365115,4167.665756225614,4179.447113037138,4178.880710601833,4162.046270370507,4162.071313858061,4153.88522148135,4160.499315261863,4158.702926635768,4204.703023910545,18.32857239813888,17.6913576704358,15.682326065203618,21.4933481806137,11.452850768580157,15.378372227075259,15.91881500780943,17.861074892018557,24.17621231541879,22.096961175692226,16.64649285186881,26.37766612071912,15.934858351507215,15.909765017663132,close_hand
61.0,4159.6960239410655,4167.572116851833,4168.422472000148,4166.751302719142,4167.204013824488,4161.677173614528,4177.697811126736,4200.676578521756,4157.065301895169,4165.121194839501,4156.337150573755,4146.063199996973,4161.457853317287,4207.937707901028,15.721594918604325,20.0809750357733,12.213268718998378,24.64837252909329,16.15451595623825,17.652048959414813,16.188923491703928,20.020383325883323,24.024576275573754,21.284661312269332,13.74528240694781,14.64364049374527,17.752678510069845,15.536594502641327,close_hand
62.0,4163.614793777493,4168.41595649722,4153.802104949978,4172.038755416894,4164.468647003199,4157.7984695434825,4140.833837509183,4166.420755386379,4157.3412570953615,4156.662656784085,4146.219453811673,4190.209335327172,4153.859151840235,4209.763610839873,22.33610768338244,25.56045281649197,15.346265672084963,32.63266662986633,13.193607755342303,12.451902683111623,15.260250352390083,19.180237571013432,18.409976559562722,18.965080382200636,16.476015248195402,28.91239080621973,14.729439444107829,13.789422367099636,close_hand
63.0,4167.90415191653,4189.845754623437,4175.503307342555,4193.588233947779,4177.616199493434,4175.028043746972,4136.214447021512,4151.338127136256,4159.424588203456,4156.348171234154,4124.832753181482,4141.315104484585,4147.6877918243645,4202.049793243432,13.354823690368567,16.485151193449717,12.477595062632853,22.142638395302857,7.457720543327378,9.731121545121077,15.880259157817964,12.62887439416741,19.731344884821432,16.49392866826072,20.679938023440457,29.430566643182402,16.14064713200913,13.588539925824394,close_hand
64.0,4150.658569335964,4163.347362518337,4147.927177429227,4166.119802475003,4154.189201355006,4147.801469802882,4137.439918518092,4152.763914108304,4144.598836898831,4146.593044281033,4116.346159935023,4130.323529243493,4131.422269821191,4182.399841308619,19.747806531982324,16.328413565797764,16.64063569558901,18.95440774795795,10.718743030826534,17.500879353942395,12.631248479474026,16.623759615625367,15.737524370268824,15.015351278262631,13.244037444869301,30.33433941666496,18.20490814126477,12.926117477044912,close_hand
65.0,4166.078218460113,4131.052181243923,4168.396938324001,4119.927899360684,4167.227056503324,4157.5881404876955,4160.768743515042,4150.052587509183,4177.264108657866,4185.260438919091,4195.853885650661,4146.106770515467,4184.350971221948,4225.829820632961,28.31297654544011,14.022126660782094,23.98892092350347,19.936473535699488,24.918618336926617,27.5298726037525,24.522842771545122,31.38490177086156,32.52944893398331,33.78954198823803,56.38713729373398,53.659967981190924,42.098419515720586,34.90157204934813,close_hand
66.0,4182.139925003076,4157.717851638821,4184.526748657251,4155.713140487697,4178.492090225245,4175.645029068017,4208.255714416531,4204.550783157374,4196.672168731717,4199.351966857936,4273.400447845486,4231.398748397855,4223.938312530547,4250.7892684936805,15.779596390966821,33.25993303803649,23.770240732901986,50.99727294140788,8.7641025697383,17.14977196427918,26.24431805906533,23.553578892349112,20.832957138495274,14.429744852356807,36.12101309286446,36.22157257296566,17.19595647191729,14.646879667803075,close_hand
67.0,4180.910943985011,4186.318107605006,4196.005107879664,4190.289468765285,4187.458934783961,4180.009023666409,4188.487075805693,4158.940298080469,4159.543766021758,4163.397930145291,4167.959734916711,4180.994577407864,4171.10675621035,4213.441015243559,13.9662737269227,22.700103553852546,25.075573014419266,35.86311772541847,26.16824092196951,10.380319924806365,16.11095318537384,13.312256455194083,10.501467368298186,15.250626650645922,68.63409365995174,46.2522591209663,17.97307095859867,11.897821298212339,close_hand
68.0,4177.750396728543,4154.6519641876475,4145.273933410671,4153.8065834045665,4152.897136688258,4162.262134552029,4172.760927200345,4164.651441574126,4153.744998931908,4163.156553268458,4131.633605957053,4123.5201311111705,4150.9365024566905,4196.31610870364,17.86081513784578,18.384893657684415,13.467381658121749,21.68523314117365,11.899585051172984,15.095760424329718,22.200315612477848,9.036787732885347,10.070846792918449,16.86395687594255,35.37964478298744,25.48535536731862,22.83283878714223,11.100049142747215,close_hand
69.0,4181.56348419192,4141.391235351587,4154.771636962918,4136.299077987696,4164.716051101714,4171.294076919583,4457.860574722316,4170.705635070826,4184.175191879296,4188.871204376246,4216.939598083522,4207.539564132718,4198.636829376244,4228.6463336944835,12.752689930441012,17.869657268023097,19.407865940019718,20.82127519309098,17.405990668155418,13.723062272665704,134.6650512597502,9.24163078555813,14.447805679167587,20.986245679554308,25.465364968651684,20.185303954271674,23.285975500981277,15.305806691531572,close_hand
70.0,4215.918979644802,4201.491395950341,4198.892223358178,4202.932184219388,4192.555080413842,4202.513017654444,4169.887819290187,4180.221858978298,4192.545574188258,4190.460254669215,4172.675783157372,4191.631608963039,4185.862892150903,4236.909059524565,18.154709808066567,22.252874848529476,21.13162908234089,26.243872801840403,15.966641723551424,14.015581609079277,41.01578174181381,8.442582462151037,17.63638059762695,20.30992950757992,27.47053203616087,28.996007069183918,20.627371440408993,16.321622535050057,close_hand
